ID;CODIGO_SETOR;NOME_SETOR;ORGAO;ATIVO;LOGRADOURO;NUMERO;COMPLEMENTO;BAIRRO;CIDADE;ESTADO;CEP;TELEFONE;EMAIL;DATA_CRIACAO;DATA_ATUALIZACAO;LATITUDE;LONGITUDE
95;013.AGEATSBT;Agência de Atendimento de São Bento do Tocantins;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;SAO BENTO DO TOCANTINS;TO;77958000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-6.02875052;-47.92419609
96;013.AGEATSMT;Agência de Atendimento de São Miguel do Tocantins;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;SAO MIGUEL;TO;77925-000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-5.55187425;-47.57782232
97;013.AGEATSIL;Agência de Atendimento de Silvanópolis;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;SILVANOPOLIS;TO;77580000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-11.14963657;-48.17373238
98;013.AGEATSNT;Agência de Atendimento de Sitio Novo do Tocantins;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;SITIO NOVO;TO;77940000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-5.60128180;-47.63498621
99;013.AGEATTAB;Agência de Atendimento de Tabocão;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;FORTALEZA DO TABOCAO;TO;77708000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-9.05745883;-48.52028542
100;013.AGEATTAG;Agência de Atendimento de Taguatinga;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;TAGUATINGA;TO;77320000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-12.40913505;-46.43140623
101;013.AGEATTAL;Agência de Atendimento de Talismã;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;TALISMA;TO;77483000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-12.79811766;-49.09249063
102;013.AGEATTAQ;Agência de Atendimento de Taquaralto;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
103;013.AGEATTCN;Agência de Atendimento de Tocantínia;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;TOCANTINIA;TO;77640000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-9.56445153;-48.37481096
104;013.AGEATTOC;Agência de Atendimento de Tocantinópolis;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;TOCANTINOPOLIS;TO;77900000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-6.32894794;-47.42165918
105;013.AGEATTUP;Agência de Atendimento de Tupirama;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;TUPIRAMA;TO;77704000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-8.97564303;-48.19079467
106;013.AGEATWND;Agência de Atendimento de Wanderlândia;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;WANDERLANDIA;TO;77860000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-6.84948572;-47.96470850
107;013.AGEATXMB;Agência de Atendimento de Xambioá;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;XAMBIOA;TO;77880000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-6.41120672;-48.53398846
108;013.AGEATMRT;Agência de Atendimento Marianópolis do Tocantins;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;MARIANOPOLIS DO TOCANTINS;TO;77675000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-9.79543649;-49.65511813
109;013.AGEATSTT;Agência de Atendimento Santa Tereza do Tocantins;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;SANTA TEREZA DO TOCANTINS;TO;77615000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.27890999;-47.81177066
110;013.AGEATSAV;Agência de Atendimento São Valério da Natividade;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;SAO VALERIO;TO;77390000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-11.97007434;-48.23490028
111;013.AGECON;Agente de Contratação;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
112;013.ASAP;Assessoria de Análises e Pesquisas;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
113;013.ASGAB;Assessoria de Gabinete II - Gab do Secretário;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
114;013.ASGAB III;Assessoria de Gabinete III - Gab do Sec Ex Tesouro;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
115;013.ASGEST;Assessoria de Gestão Estratégica (PROFISCO);Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
116;013.ASIP;Assessoria de Integração e Pesquisa;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
117;013.ASLAF;Assessoria de Laboratório Forense;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
118;013.ASPLA;Assessoria de Planejamento;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
119;013.ASPOT;Assessoria de Política Tributária;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
120;013.ASMED;Assessoria de Social Media e Design;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
121;013.ASCOM;Assessoria Econômica;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
122;013.ASJUR;Assessoria Jurídica;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
123;013.CEFIS;Central de Execuções Fiscais;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
124;013.CEFIS2;Central de Execuções Fiscais - Gurupi;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;GURUPI;TO;77440490;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-11.71996380;-49.07489369
125;013.CHASCOM;Chefia da Assessoria de Comunicação;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
126;013.CATF;Chefia da Assessoria Técnica Fazendária;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
127;013.CHECOM;Chefia de Assessoria de Comunicação;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
128;013.CAGEF;Chefia de Assessoria de Gestão dos Fundos;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
129;013.CRADALV;Coordenadoria Regional de Administração - Alvorada;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;ALVORADA;TO;77480000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-12.49298486;-49.13165217
130;013.CRADARA;Coordenadoria Regional de Administração - Araguaína;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;ARAGUAINA;TO;77804180;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-7.18790788;-48.21020785
131;013.CRADAGI;Coordenadoria Regional de Administração - Araguatins;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;ARAGUATINS;TO;77950000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-5.64611309;-48.11789532
132;013.CRADCOL;Coordenadoria Regional de Administração - Colinas;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;COLINAS DO TOCANTINS;TO;77760000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-8.05561687;-48.47679668
133;013.CRF;Coordenadoria Regional de Administração - Gurupi;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;GURUPI;TO;77405160;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-11.71996380;-49.07489369
134;013.CRAMIRAC;Coordenadoria Regional de Administração - Miracema;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;MIRACEMA DO TOCANTINS;TO;77650000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-9.55909616;-48.40757681
135;013.CRADPAL;Coordenadoria Regional de Administração - Palmas;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
136;013.CRADPTO;Coordenadoria Regional de Administração - Paraiso;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PARAISO DO TOCANTINS;TO;77600000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.17021889;-48.88231481
137;013.CRAPEDRA;Coordenadoria Regional de Administração - Pedro Afonso;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PEDRO AFONSO;TO;77712000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-8.97251189;-48.17708802
138;013.CRADPNA;Coordenadoria Regional de Administração - Porto Nacional;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PORTO NACIONAL;TO;77500-000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.70986760;-48.40929633
139;013.CRADTAG;Coordenadoria Regional de Administração - Taguatinga;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;TAGUATINGA;TO;77320000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-12.40913505;-46.43140623
140;013.CRADTOC;Coordenadoria Regional de Administração - Tocantinópolis;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;TOCANTINOPOLIS;TO;77900000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-6.32894794;-47.42165918
141;013.CRAALV;Coordenadoria Regional de Arrecadação - Alvorada;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;ALVORADA;TO;77480000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-12.49298486;-49.13165217
142;013.CRAARA;Coordenadoria Regional de Arrecadação - Araguaína;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;ARAGUAINA;TO;77804180;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-7.18790788;-48.21020785
143;013.CRAAGUAT;Coordenadoria Regional de Arrecadação - Araguatins;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;ARAGUATINS;TO;77950000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-5.64611309;-48.11789532
144;013.CRACOL;Coordenadoria Regional de Arrecadação - Colinas;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;COLINAS DO TOCANTINS;TO;77760000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-8.05561687;-48.47679668
145;013.CRAGUR;Coordenadoria Regional de Arrecadação - Gurupi;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;GURUPI;TO;77400000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-11.71996380;-49.07489369
146;013.CRAMIT;Coordenadoria Regional de Arrecadação - Miracema;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;MIRACEMA DO TOCANTINS;TO;77650000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-9.55909616;-48.40757681
147;013.CRAPAL;Coordenadoria Regional de Arrecadação - Palmas;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
148;013.CRAPTO;Coordenadoria Regional de Arrecadação - Paraiso;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PARAISO DO TOCANTINS;TO;77600000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.17021889;-48.88231481
149;013.CRAPEAF;Coordenadoria Regional de Arrecadação - Pedro Afonso;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PEDRO AFONSO;TO;77712000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-8.97251189;-48.17708802
150;013.CRAPON;Coordenadoria Regional de Arrecadação - Porto Nacional;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PORTO NACIONAL;TO;77500-000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.70986760;-48.40929633
151;013.CRATAG;Coordenadoria Regional de Arrecadação - Taguatinga;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;TAGUATINGA;TO;77320000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-12.40913505;-46.43140623
152;013.CRATOC;Coordenadoria Regional de Arrecadação - Tocantinópolis;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;TOCANTINOPOLIS;TO;77900000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-6.32894794;-47.42165918
153;013.CRFALV;Coordenadoria Regional de Fiscalização - Alvorada;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;ALVORADA;TO;77480000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-12.49298486;-49.13165217
154;013.CRFARA;Coordenadoria Regional de Fiscalização - Araguaína;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;ARAGUAINA;TO;77804180;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-7.18790788;-48.21020785
155;013.CRFAGI;Coordenadoria Regional de Fiscalização - Araguatins;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;ARAGUATINS;TO;77950000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-5.64611309;-48.11789532
156;013.CRFCOL;Coordenadoria Regional de Fiscalização - Colinas;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;COLINAS DO TOCANTINS;TO;77760000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-8.05561687;-48.47679668
157;013.CRFGUR;Coordenadoria Regional de Fiscalização - Gurupi;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;GURUPI;TO;77410-010;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-11.71996380;-49.07489369
158;013.CRFMIT;Coordenadoria Regional de Fiscalização - Miracema;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;MIRACEMA DO TOCANTINS;TO;77650000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-9.55909616;-48.40757681
159;013.CRFPAL;Coordenadoria Regional de Fiscalização - Palmas;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
160;013.CRFPTO;Coordenadoria Regional de Fiscalização - Paraiso;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PEDRO AFONSO;TO;77712000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-8.97251189;-48.17708802
161;013.CRFPEF;Coordenadoria Regional de Fiscalização - Pedro Afonso;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
162;013.CRFPNA;Coordenadoria Regional de Fiscalização - Porto Nacional;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PORTO NACIONAL;TO;77500-000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.70986760;-48.40929633
163;013.CRFTAG;Coordenadoria Regional de Fiscalização - Taguatinga;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;TAGUATINGA;TO;77320000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-12.40913505;-46.43140623
164;013.CRFTOC;Coordenadoria Regional de Fiscalização - Tocantinópolis;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;TOCANTINOPOLIS;TO;77900000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-6.32894794;-47.42165918
165;013.COFAZ;Corregedoria Fazendária;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
166;013.DRREAT;Delegacia Regional de Fiscalização - Alvorada;Secretaria da Fazenda;1;Rua 15 de novembro, s/n;S/N;;CENTRO;ALVORADA;TO;77480000;63 - 3027-3042;drfalvorada@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-12.49298486;-49.13165217
167;013.DRFARA;Delegacia Regional de Fiscalização - Araguaína;Secretaria da Fazenda;1;Rua 7 de Setembro, s/n;S/N;;CENTRO;ARAGUAINA;TO;77795000;63 -3027-3420;drfaraguaina@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-7.18790788;-48.21020785
168;013.DRFAGI;Delegacia Regional de Fiscalização - Araguatins;Secretaria da Fazenda;1;Rua Floriano Peixoto;558;;CENTRO;ARAGUATINS;TO;77950000;63 - 3027-3231;drfaraguatins@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-5.64611309;-48.11789532
169;013.DRRECT;Delegacia Regional de Fiscalização - Colinas do Tocantins;Secretaria da Fazenda;1;Rua Raimundo Pereira dos Santos;1723;;CENTRO;COLINAS DO TOCANTINS;TO;77760000;63 - 3027-3483;drfcolinas@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-8.05561687;-48.47679668
170;013.DRREG;Delegacia Regional de Fiscalização - Gurupi;Secretaria da Fazenda;1;Av. Espírito Santo com Rua 6,;1194;;CENTRO;GURUPI;TO;77403100;63 - 3027-3200;drfgurupi@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-11.71996380;-49.07489369
171;013.DRFMIT;Delegacia Regional de Fiscalização - Miracema;Secretaria da Fazenda;1;Rua Hosana Cavalcante;155;;SANTA FILOMENA;MIRACEMA DO TOCANTINS;TO;77650000;63 - 3027-3302;drfmiracema@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-9.55909616;-48.40757681
172;013.DRFPAL;Delegacia Regional de Fiscalização - Palmas;Secretaria da Fazenda;1;QUADRA 103 SUL (ACSO 11) - RUA SO 07 - LOTE 03;S/N;;PLANO DIRETOR SUL;PALMAS;TO;77015030;63 - 3027-3083 ;drfpalmas@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
173;013.DRFPTO;Delegacia Regional de Fiscalização - Paraiso;Secretaria da Fazenda;1;Rua Bernadino Maciel;172;;INTERLAGOS;PARAISO DO TOCANTINS;TO;77600000;63 - 3027-3137;drfparaiso@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.17021889;-48.88231481
174;013.DRREPA;Delegacia Regional de Fiscalização - Pedro Afonso;Secretaria da Fazenda;1;Rua 26 de Julho;160;;CENTRO;PEDRO AFONSO;TO;77710000;63 - 3027-3328;drfpedroafonso@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-8.97251189;-48.17708802
175;013.DRFPNA;Delegacia Regional de Fiscalização - Porto Nacional;Secretaria da Fazenda;1;Av. Luiz Leite Ribeiro;1457;;AEROPORTO;PORTO NACIONAL;TO;77500-000;63 - 3363-1799;drfportonacional@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.70986760;-48.40929633
176;013.DRRET;Delegacia Regional de Fiscalização - Taguatinga;Secretaria da Fazenda;1;Av. Principal;S/N;;INDUSTRIAL;TAGUATINGA;TO;77320000;63 - 3027-3001;drftaguatinga@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-12.40913505;-46.43140623
177;013.DRRET2;Delegacia Regional de Fiscalização - Tocantinopolis;Secretaria da Fazenda;1;Rua 15 de novembro;695;;CENTRO;ARAGUAINA;TO;77900000;63 - 3027-3268;drftocantinopolis@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-7.18790788;-48.21020785
178;013.DICREFIS;Diretoria da Cobrança e Recup de Créditos Fiscais;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
179;013.DIEFAZ;Diretoria da Escola Fazendária;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
180;013.DIREC;Diretoria da Receita;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
181;013.DIANP;Diretoria de Acomp, Normas e Procedimentos;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
182;013.DAJUC;Diretoria de Acompanhamento Judicial-Criminal;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
183;013.DAF;Diretoria de Administração e Finanças;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
184;013.DAMIJU;Diretoria de Aval e Mitig de Impa de Dema Judicial;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
185;013.DICOM;Diretoria de Compras;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
186;013.DICONTS;Diretoria de Contabilidade Setorial;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
187;013.DICUS;Diretoria de Custos;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
188;013.DIDEC;Diretoria de Demonstrações Contábeis;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
189;013.DIREXEFIN;Diretoria de Execução Financeira;Secretaria da Fazenda;1;atualizar endereço;0;;CENTRO;PALMAS;TO;77001908;63 - 1234-5678;atualizar_email@sefaz.to.gov.br;09/10/2025 08:28;09/10/2025 08:28;-10.18257356;-48.33621810
