ID;CODIGO_SETOR;ATIVO;NOME_SETOR;ORGAO;LOGRADOURO;NUMERO;COMPLEMENTO;BAIRRO;CIDADE;ESTADO;CEP;TELEFONE;EMAIL
121;013.ASCOM;1;Assessoria Econômica;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77003310;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
122;013.ASJUR;1;Assessoria Jurídica;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77016072;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
123;013.CEFIS;1;Central de Execuções Fiscais;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77001000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
124;013.CEFIS2;1;Central de Execuções Fiscais - Gurupi;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;GURUPI;TO;77440490;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
125;013.CHASCOM;1;Chefia da Assessoria de Comunicação;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77018502;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
126;013.CATF;1;Chefia da Assessoria Técnica Fazendária;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77270000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
127;013.CHECOM;1;Chefia de Assessoria de Comunicação;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77016352;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
128;013.CAGEF;1;Chefia de Assessoria de Gestão dos Fundos;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77020494;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
129;013.CRADALV;1;Coordenadoria Regional de Administração - Alvorada;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;ALVORADA;TO;77480000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
130;013.CRADARA;1;Coordenadoria Regional de Administração - Araguaína;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;ARAGUAINA;TO;77820220;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
131;013.CRADAGI;1;Coordenadoria Regional de Administração - Araguatins;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;ARAGUATINS;TO;77950000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
132;013.CRADCOL;1;Coordenadoria Regional de Administração - Colinas;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;COLINAS DO TOCANTINS;TO;77760000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
133;013.CRF;1;Coordenadoria Regional de Administração - Gurupi;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;GURUPI;TO;77405160;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
134;013.CRAMIRAC;1;Coordenadoria Regional de Administração - Miracema;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;MIRACEMA DO TOCANTINS;TO;77650000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
135;013.CRADPAL;1;Coordenadoria Regional de Administração - Palmas;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77270000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
136;013.CRADPTO;1;Coordenadoria Regional de Administração - Paraiso;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PARAÍSO DO TOCANTINS;TO;77600000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
137;013.CRAPEDRA;1;Coordenadoria Regional de Administração - Pedro Afonso;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PEDRO AFONSO;TO;77710000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
138;013.CRADPNA;1;Coordenadoria Regional de Administração - Porto Nacional;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PORTO NACIONAL;TO;77500000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
139;013.CRADTAG;1;Coordenadoria Regional de Administração - Taguatinga;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;TAGUATINGA;TO;77320000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
140;013.CRADTOC;1;Coordenadoria Regional de Administração - Tocantinópolis;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;TOCANTINÓPOLIS;TO;77900000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
141;013.CRAALV;1;Coordenadoria Regional de Arrecadação - Alvorada;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;ALVORADA;TO;77365000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
142;013.CRAARA;1;Coordenadoria Regional de Arrecadação - Araguaína;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;ARAGUAINA;TO;77807080;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
143;013.CRAAGUAT;1;Coordenadoria Regional de Arrecadação - Araguatins;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;ARAGUATINS;TO;77950000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
144;013.CRACOL;1;Coordenadoria Regional de Arrecadação - Colinas;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;COLINAS DO TOCANTINS;TO;77760000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
145;013.CRAGUR;1;Coordenadoria Regional de Arrecadação - Gurupi;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;GURUPI;TO;77400000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
146;013.CRAMIT;1;Coordenadoria Regional de Arrecadação - Miracema;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;MIRACEMA DO TOCANTINS;TO;77650000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
147;013.CRAPAL;1;Coordenadoria Regional de Arrecadação - Palmas;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77249899;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
148;013.CRAPTO;1;Coordenadoria Regional de Arrecadação - Paraiso;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PARAISO DO TOCANTINS;TO;77600000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
149;013.CRAPEA;1;Coordenadoria Regional de Arrecadação - Pedro Afonso;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PEDRO AFONSO;TO;77710000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
150;013.CRAPEF;1;Coordenadoria Regional de Arrecadação - Porto Nacional;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PORTO NACIONAL;TO;77500000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
151;013.CRATAG;1;Coordenadoria Regional de Arrecadação - Taguatinga;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;TAGUATINGA;TO;77320000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
152;013.CRATOC;1;Coordenadoria Regional de Arrecadação - Tocantinópolis;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;TOCANTINOPOLIS;TO;77900000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
153;013.CRFALV;1;Coordenadoria Regional de Fiscalização - Alvorada;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;ALVORADA;TO;77480000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
154;013.CRFARA;1;Coordenadoria Regional de Fiscalização - Araguaína;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;ARAGUAINA;TO;77818180;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
155;013.CRFAGI;1;Coordenadoria Regional de Fiscalização - Araguatins;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;ARAGUATINS;TO;77950000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
156;013.CRFCOL;1;Coordenadoria Regional de Fiscalização - Colinas;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;COLINAS DO TOCANTINS;TO;77760000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
157;013.CRFGUR;1;Coordenadoria Regional de Fiscalização - Gurupi;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;GURUPI;TO;77410470;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
158;013.CRFMIT;1;Coordenadoria Regional de Fiscalização - Miracema;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;MIRACEMA DO TOCANTINS;TO;77660000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
159;013.CRFPAL;1;Coordenadoria Regional de Fiscalização - Palmas;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77021686;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
160;013.CRFPTO;1;Coordenadoria Regional de Fiscalização - Paraiso;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PEDRO AFONSO;TO;77600000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
161;013.CRFPEF;1;Coordenadoria Regional de Fiscalização - Pedro Afonso;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77000001;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
162;013.CRFPNA;1;Coordenadoria Regional de Fiscalização - Porto Nacional;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PORTO NACIONAL;TO;77500000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
163;013.CRFTAG;1;Coordenadoria Regional de Fiscalização - Taguatinga;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;TAGUATINGA;TO;77320000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
164;013.CRFTOC;1;Coordenadoria Regional de Fiscalização - Tocantinópolis;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;TOCANTINÓPOLIS;TO;77900000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
165;013.COFAZ;1;Corregedoria Fazendária;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77016418;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
166;013.DRREAT;1;Delegacia Regional de Fiscalização - Alvorada;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;ALVORADA;TO;75084220;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
167;013.DRFARA;1;Delegacia Regional de Fiscalização - Araguaína;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;ARAGUAINA;TO;77803030;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
168;013.DRFAGI;1;Delegacia Regional de Fiscalização - Araguatins;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;ARAGUATINS;TO;77800000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
169;013.DRRECT;1;Delegacia Regional de Fiscalização - Colinas do Tocantins;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;COLINAS DO TOCANTINS;TO;77760000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
170;013.DRREG;1;Delegacia Regional de Fiscalização - Gurupi;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;GURUPI;TO;77402040;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
171;013.DRFMIT;1;Delegacia Regional de Fiscalização - Miracema;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;MIRACEMA DO TOCANTINS;TO;77650000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
172;013.DRFPAL;1;Delegacia Regional de Fiscalização - Palmas;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77001250;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
173;013.DRFPTO;1;Delegacia Regional de Fiscalização - Paraiso;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PARAISO DO TOCANTINS;TO;77500000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
174;013.DRREPA;1;Delegacia Regional de Fiscalização - Pedro Afonso;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PEDRO AFONSO;TO;77710000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
175;013.DRFPNA;1;Delegacia Regional de Fiscalização - Porto Nacional;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PORTO NACIONAL;TO;77500000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
176;013.DRRET;1;Delegacia Regional de Fiscalização - Taguatinga;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;TAGUATINGA;TO;77320000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
177;013.DRRET2;1;Delegacia Regional de Fiscalização - Tocantinopolis;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;ARAGUAINA;TO;77823015;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
178;013.DICREFIS;1;Diretoria da Cobrança e Recup de Créditos Fiscais;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77062048;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
179;013.DIEFAZ;1;Diretoria da Escola Fazendária;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77024690;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
180;013.DIREC;1;Diretoria da Receita;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77023384;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
181;013.DIANP;1;Diretoria de Acomp, Normas e Procedimentos;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77006450;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
182;013.DAJUC;1;Diretoria de Acompanhamento Judicial-Criminal;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;75096300;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
183;013.DAF;1;Diretoria de Administração e Finanças;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77021070;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
184;013.DAMIJU;1;Diretoria de Aval e Mitig de Impa de Dema Judicial;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77006356;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
185;013.DICOM;1;Diretoria de Compras;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77001000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
186;013.DICONTS;1;Diretoria de Contabilidade Setorial;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77059032;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
187;013.DICUS;1;Diretoria de Custos;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77015471;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
188;013.DIDEC;1;Diretoria de Demonstrações Contábeis;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77015585;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
189;013.DIREXEFIN;1;Diretoria de Execução Financeira;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77001877;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
190;013.DIGEP;1;Diretoria de Gestão de Pessoas;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77015426;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
191;013.DIGECE;1;Diretoria de Gestão do Caixa Estadual;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77019516;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
192;013.DIGCON;1;Diretoria de Grandes Contribuintes;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77060158;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
193;013.DINFIS;1;Diretoria de Informações Econômicas e Fiscais;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77021600;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
194;013.DINFRA;1;Diretoria de Infraestrutura;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77001000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
195;013.DIN;1;Diretoria de Inovação;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77760000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
196;013.DIF;1;Diretoria de Inteligência Fiscal;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77020072;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
197;013.DILIC;1;Diretoria de Licitação;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77002011;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
198;013.DIRESF;1;Diretoria de Responsabilidade Fiscal;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77066024;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
199;013.DICORP;1;Diretoria de Sistemas Corporativos;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77006572;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
200;013.DITRIB;1;Diretoria de Tributação;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77016424;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
201;013.DIGET;1;Diretoria Geral de Gestão Tecnológica;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77015264;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
202;013.GABSEC;1;Gabinete do Secretário;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77023594;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
203;013.GASEGT;1;Gabinete do Secretário Exec de Gestão Tributária;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77001000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
204;013.GABSEXT;1;Gabinete do Secretario Executivo do Tesouro;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77023567;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
205;013.GEDIAT;1;Gerência da Dívida Ativa;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77006399;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
206;013.GESICAP;1;Gerência de Acomp  do SICAP Contábil;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77015642;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
207;013.GEACONT;1;Gerência de Acomp Contábil das Unidades Setoriais;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77015704;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
208;013.GEASC;1;Gerência de Acomp do Sist Contábil Financeiro;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77022372;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
209;013.GEALOG;1;Gerência de Administração e Logística;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77024120;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
210;013.GEALMO;1;Gerência de Almoxarifado;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77500000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
211;013.GEAPRO;1;Gerência de Análise Processual;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77006086;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
212;013.GEAPO;1;Gerência de Apoio;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77019427;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
213;013.GEAR;1;Gerência de Arrecadação;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77022012;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
214;013.GEAUFIS;1;Gerência de Automação Fiscal;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77015710;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
215;013.GEBAD;1;Gerência de Banco de Dados;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77006500;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
216;013.GEBEFI;1;Gerência de Benefícios Fiscais;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77022392;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
217;013.GECAD;1;Gerência de Cadastro;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77006070;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
218;013.GERCOBR;1;Gerência de Cobrança;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PINDORAMA DO TOCANTINS;TO;77380000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
219;013.GECOM;1;Gerência de Compras;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77020086;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
220;013.GECAS;1;Gerência de Controle de Acesso ao Siafe;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77006508;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
221;013.GEARPRO;1;Gerência de Controle e Acomp de Processos;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PORTO NACIONAL;TO;77502000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
222;013.GECEC-TO;1;Gerência de Cotação Eletrônica - Compras-TO;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77022048;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
223;013.GEDENT;1;Gerência de Débitos não Tributários;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77001000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
224;013.GEDEC;1;Gerência de Demonstrações Contábeis;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77019020;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
225;013.GEFOR;1;Gerência de e-Fornecedores;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77023032;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
226;013.GELDFIS;1;Gerência de Elaboração de Demons Fiscais;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77001000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
227;013.GELED;1;Gerência de Elaboração de Editais;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77015630;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
228;013.GEORF;1;Gerência de Execução Orçamentária e Financeira;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77023526;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
229;013.GEFISTRA;1;Gerência de Fisc de Trânsito e Postos Fiscais;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77001000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
230;013.GEFISEST;1;Gerência de Fiscalização de Estabelecimentos;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77021681;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
231;013.GEIMC;1;Gerência de Implantação de Custos;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77001000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
232;013.GIRC;1;Gerência de Implementação de Rotinas Contábeis;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77019427;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
233;013.GEINFEC;1;Gerência de Informações Econômico-Fiscais;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77015625;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
234;013.GEIPLE;1;Gerência de IPVA e Leilões;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77022076;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
235;013.GITCMD;1;Gerência de ITCMD;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77001724;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
236;013.GEINFAZ;1;Gerência de Monitoramento e Insp Adm Fazendária;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77016352;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
237;013.GENAC;1;Gerência de Normas para a apuração de Custos;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77002026;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
238;013.GENOR;1;Gerência de Normatização;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77020116;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
239;013.GENOCON;1;Gerência de Normatização Contábil;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77006070;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
240;013.GEPFI;1;Gerência de Planejamento Financeiro;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77064544;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
241;013.GEPROC;1;Gerência de Processos e Procedimentos;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77015278;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
242;013.GECAED;1;Gerência de Programação, Capacit e Educação;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77024506;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
243;013.GERCOM;1;Gerência de Redes e Comunicação;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77006794;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
244;013.GESDI;1;Gerência de Segurança Digital;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77016746;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
245;013.GESDAT;1;Gerência de Servidores e Data Center;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77001564;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
