"ID","CODIGO_SETOR","NOME_SETOR","ORGAO","ATIVO","LOGRADOURO","NUMERO","COMPLEMENTO","BAIRRO","CIDADE","ESTADO","CEP","TELEFONE","EMAIL","DATA_CRIACAO","DATA_ATUALIZACAO","LATITUDE","LONGITUDE"
88,"013.AGEATRBO",Agência de Atendimento de Rio dos Bois,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,RIO DOS BOIS,TO,"77655000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.171,-9.34391232,-48.53537118
89,"013.AGEATRSO",Agência de Atendimento de Rio Sono,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,RIO SONO,TO,"77635000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.172,-9.34648625,-47.89577062
90,"013.AGEATSAN",Agência de Atendimento de Sandolândia,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,SANDOLANDIA,TO,"77478000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.173,-12.54003509,-49.92708504
91,"013.AGEATSFE",Agência de Atendimento de Santa Fé do Araguaia,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,SANTA FE,TO,"77848000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.174,-7.15015862,-48.69158381
92,"013.AGEATSMA",Agência de Atendimento de Santa Maria do Tocantins,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,SANTA MARIA DO TOCANTINS,TO,"77716000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.175,-8.77554418,-47.74675928
93,"013.AGEATSRI",Agência de Atendimento de Santa Rita do Tocantins,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,SANTA RITA DO TOCANTINS,TO,"77565000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.176,-10.86434874,-48.90788632
94,"013.AGEATSRO",Agência de Atendimento de Santa Rosa do Tocantins,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,SANTA ROSA DO TOCANTINS,TO,"77375000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.176,-11.44783843,-48.11676945
95,"013.AGEATSBT",Agência de Atendimento de São Bento do Tocantins,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,SAO BENTO DO TOCANTINS,TO,"77958000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.177,-6.02875052,-47.92419609
96,"013.AGEATSMT",Agência de Atendimento de São Miguel do Tocantins,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,SAO MIGUEL,TO,"77925-000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.178,-5.55187425,-47.57782232
97,"013.AGEATSIL",Agência de Atendimento de Silvanópolis,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,SILVANOPOLIS,TO,"77580000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.179,-11.14963657,-48.17373238
98,"013.AGEATSNT",Agência de Atendimento de Sitio Novo do Tocantins,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,SITIO NOVO,TO,"77940000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.180,-5.6012818,-47.63498621
99,"013.AGEATTAB",Agência de Atendimento de Tabocão,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,FORTALEZA DO TABOCAO,TO,"77708000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.181,-9.05745883,-48.52028542
100,"013.AGEATTAG",Agência de Atendimento de Taguatinga,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,TAGUATINGA,TO,"77320000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.182,-12.40913505,-46.43140623
101,"013.AGEATTAL",Agência de Atendimento de Talismã,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,TALISMA,TO,"77483000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.183,-12.79811766,-49.09249063
102,"013.AGEATTAQ",Agência de Atendimento de Taquaralto,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.184,-10.18257356,-48.3362181
103,"013.AGEATTCN",Agência de Atendimento de Tocantínia,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,TOCANTINIA,TO,"77640000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.184,-9.56445153,-48.37481096
104,"013.AGEATTOC",Agência de Atendimento de Tocantinópolis,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,TOCANTINOPOLIS,TO,"77900000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.185,-6.32894794,-47.42165918
105,"013.AGEATTUP",Agência de Atendimento de Tupirama,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,TUPIRAMA,TO,"77704000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.186,-8.97564303,-48.19079467
106,"013.AGEATWND",Agência de Atendimento de Wanderlândia,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,WANDERLANDIA,TO,"77860000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.187,-6.84948572,-47.9647085
107,"013.AGEATXMB",Agência de Atendimento de Xambioá,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,XAMBIOA,TO,"77880000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.188,-6.41120672,-48.53398846
108,"013.AGEATMRT",Agência de Atendimento Marianópolis do Tocantins,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,MARIANOPOLIS DO TOCANTINS,TO,"77675000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.189,-9.79543649,-49.65511813
109,"013.AGEATSTT",Agência de Atendimento Santa Tereza do Tocantins,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,SANTA TEREZA DO TOCANTINS,TO,"77615000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.190,-10.27890999,-47.81177066
110,"013.AGEATSAV",Agência de Atendimento São Valério da Natividade,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,SAO VALERIO,TO,"77390000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.190,-11.97007434,-48.23490028
111,"013.AGECON",Agente de Contratação,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.191,-10.18257356,-48.3362181
112,"013.ASAP",Assessoria de Análises e Pesquisas,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.192,-10.18257356,-48.3362181
113,"013.ASGAB",Assessoria de Gabinete II - Gab do Secretário,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.193,-10.18257356,-48.3362181
114,"013.ASGAB III",Assessoria de Gabinete III - Gab do Sec Ex Tesouro,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.194,-10.18257356,-48.3362181
115,"013.ASGABIII1",Assessoria de Gabinete III -Gabinete do Secretário,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.195,-10.18257356,-48.33621811
116,"013.ASGABIII3",Assessoria de Gabinete III-Gab Sec Ex Gest Tribut,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.196,-10.18257356,-48.33621812
117,"013.ASGEST",Assessoria de Gestão Estratégica (PROFISCO),Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.197,-10.18257356,-48.3362181
118,"013.ASIP",Assessoria de Integração e Pesquisa,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.198,-10.18257356,-48.3362181
119,"013.ASLAF",Assessoria de Laboratório Forense,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.200,-10.18257356,-48.3362181
120,"013.ASPLA",Assessoria de Planejamento,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.201,-10.18257356,-48.3362181
121,"013.ASPOT",Assessoria de Política Tributária,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.202,-10.18257356,-48.3362181
122,"013.ASMED",Assessoria de Social Media e Design,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.202,-10.18257356,-48.3362181
123,"013.ASCOM",Assessoria Econômica,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.203,-10.18257356,-48.3362181
124,"013.ASJUR",Assessoria Jurídica,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.204,-10.18257356,-48.3362181
125,"013.CEFIS",Central de Execuções Fiscais,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.205,-10.18257356,-48.3362181
126,"013.CEFIS2",Central de Execuções Fiscais - Gurupi,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,GURUPI,TO,"77440490","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.206,-11.7199638,-49.07489369
127,"013.CHASCOM",Chefia da Assessoria de Comunicação,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.207,-10.18257356,-48.3362181
128,"013.CATF",Chefia da Assessoria Técnica Fazendária,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.207,-10.18257356,-48.3362181
129,"013.CHECOM",Chefia de Assessoria de Comunicação,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.208,-10.18257356,-48.3362181
130,"013.CAGEF",Chefia de Assessoria de Gestão dos Fundos,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.209,-10.18257356,-48.3362181
131,"013.CRADALV",Coordenadoria Regional de Administração - Alvorada,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,ALVORADA,TO,"77480000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.210,-12.49298486,-49.13165217
132,"013.CRADARA",Coordenadoria Regional de Administração - Araguaína,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,ARAGUAINA,TO,"77804180","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.211,-7.18790788,-48.21020785
133,"013.CRADAGI",Coordenadoria Regional de Administração - Araguatins,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,ARAGUATINS,TO,"77950000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.211,-5.64611309,-48.11789532
134,"013.CRADCOL",Coordenadoria Regional de Administração - Colinas,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,COLINAS DO TOCANTINS,TO,"77760000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.212,-8.05561687,-48.47679668
135,"013.CRF",Coordenadoria Regional de Administração - Gurupi,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,GURUPI,TO,"77405160","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.213,-11.7199638,-49.07489369
136,"013.CRAMIRAC",Coordenadoria Regional de Administração - Miracema,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,MIRACEMA DO TOCANTINS,TO,"77650000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.214,-9.55909616,-48.40757681
137,"013.CRADPAL",Coordenadoria Regional de Administração - Palmas,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.215,-10.18257356,-48.3362181
138,"013.CRADPTO",Coordenadoria Regional de Administração - Paraiso,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PARAISO DO TOCANTINS,TO,"77600000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.216,-10.17021889,-48.88231481
139,"013.CRAPEDRA",Coordenadoria Regional de Administração - Pedro Afonso,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PEDRO AFONSO,TO,"77712000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.217,-8.97251189,-48.17708802
140,"013.CRADPNA",Coordenadoria Regional de Administração - Porto Nacional,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PORTO NACIONAL,TO,"77500-000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.217,-10.7098676,-48.40929633
141,"013.CRADTAG",Coordenadoria Regional de Administração - Taguatinga,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,TAGUATINGA,TO,"77320000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.218,-12.40913505,-46.43140623
142,"013.CRADTOC",Coordenadoria Regional de Administração - Tocantinópolis,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,TOCANTINOPOLIS,TO,"77900000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.219,-6.32894794,-47.42165918
143,"013.CRAALV",Coordenadoria Regional de Arrecadação - Alvorada,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,ALVORADA,TO,"77480000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.220,-12.49298486,-49.13165217
144,"013.CRAARA",Coordenadoria Regional de Arrecadação - Araguaína,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,ARAGUAINA,TO,"77804180","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.220,-7.18790788,-48.21020785
145,"013.CRAAGUAT",Coordenadoria Regional de Arrecadação - Araguatins,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,ARAGUATINS,TO,"77950000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.221,-5.64611309,-48.11789532
146,"013.CRACOL",Coordenadoria Regional de Arrecadação - Colinas,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,COLINAS DO TOCANTINS,TO,"77760000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.222,-8.05561687,-48.47679668
147,"013.CRAGUR",Coordenadoria Regional de Arrecadação - Gurupi,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,GURUPI,TO,"77400000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.222,-11.7199638,-49.07489369
148,"013.CRAMIT",Coordenadoria Regional de Arrecadação - Miracema,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,MIRACEMA DO TOCANTINS,TO,"77650000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.223,-9.55909616,-48.40757681
149,"013.CRAPAL",Coordenadoria Regional de Arrecadação - Palmas,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.224,-10.18257356,-48.3362181
150,"013.CRAPTO",Coordenadoria Regional de Arrecadação - Paraiso,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PARAISO DO TOCANTINS,TO,"77600000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.225,-10.17021889,-48.88231481
151,"013.CRAPEAF",Coordenadoria Regional de Arrecadação - Pedro Afonso,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PEDRO AFONSO,TO,"77712000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.226,-8.97251189,-48.17708802
152,"013.CRAPON",Coordenadoria Regional de Arrecadação - Porto Nacional,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PORTO NACIONAL,TO,"77500-000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.226,-10.7098676,-48.40929633
153,"013.CRATAG",Coordenadoria Regional de Arrecadação - Taguatinga,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,TAGUATINGA,TO,"77320000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.227,-12.40913505,-46.43140623
154,"013.CRATOC",Coordenadoria Regional de Arrecadação - Tocantinópolis,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,TOCANTINOPOLIS,TO,"77900000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.228,-6.32894794,-47.42165918
155,"013.CRFALV",Coordenadoria Regional de Fiscalização - Alvorada,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,ALVORADA,TO,"77480000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.229,-12.49298486,-49.13165217
156,"013.CRFARA",Coordenadoria Regional de Fiscalização - Araguaína,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,ARAGUAINA,TO,"77804180","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.229,-7.18790788,-48.21020785
157,"013.CRFAGI",Coordenadoria Regional de Fiscalização - Araguatins,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,ARAGUATINS,TO,"77950000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.230,-5.64611309,-48.11789532
158,"013.CRFCOL",Coordenadoria Regional de Fiscalização - Colinas,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,COLINAS DO TOCANTINS,TO,"77760000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.231,-8.05561687,-48.47679668
159,"013.CRFGUR",Coordenadoria Regional de Fiscalização - Gurupi,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,GURUPI,TO,"77410-010","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.232,-11.7199638,-49.07489369
160,"013.CRFMIT",Coordenadoria Regional de Fiscalização - Miracema,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,MIRACEMA DO TOCANTINS,TO,"77650000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.232,-9.55909616,-48.40757681
161,"013.CRFPAL",Coordenadoria Regional de Fiscalização - Palmas,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.233,-10.18257356,-48.3362181
162,"013.CRFPTO",Coordenadoria Regional de Fiscalização - Paraiso,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PEDRO AFONSO,TO,"77712000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.234,-8.97251189,-48.17708802
163,"013.CRFPEF",Coordenadoria Regional de Fiscalização - Pedro Afonso,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.235,-10.18257356,-48.3362181
164,"013.CRFPNA",Coordenadoria Regional de Fiscalização - Porto Nacional,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PORTO NACIONAL,TO,"77500-000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.235,-10.7098676,-48.40929633
165,"013.CRFTAG",Coordenadoria Regional de Fiscalização - Taguatinga,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,TAGUATINGA,TO,"77320000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.236,-12.40913505,-46.43140623
166,"013.CRFTOC",Coordenadoria Regional de Fiscalização - Tocantinópolis,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,TOCANTINOPOLIS,TO,"77900000","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.237,-6.32894794,-47.42165918
167,"013.COFAZ",Corregedoria Fazendária,Secretaria da Fazenda,"0",atualizar endereço,"0",,CENTRO,PALMAS,TO,"77001908","63 - 1234-5678",atualizar_email@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-11-14 08:15:47.237,-10.18257356,-48.3362181
168,"013.DRREAT",Delegacia Regional de Fiscalização - Alvorada,Secretaria da Fazenda,"1","Rua 15 de novembro, s/n",S/N,,CENTRO,ALVORADA,TO,"77480000","63 - 3027-3042",drfalvorada@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-10-14 09:26:42.999,-12.49298486,-49.13165217
169,"013.DRFARA",Delegacia Regional de Fiscalização - Araguaína,Secretaria da Fazenda,"1","Rua 7 de Setembro, s/n",S/N,,CENTRO,ARAGUAINA,TO,"77795000","63 -3027-3420",drfaraguaina@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-10-14 09:26:42.999,-7.18790788,-48.21020785
170,"013.DRFAGI",Delegacia Regional de Fiscalização - Araguatins,Secretaria da Fazenda,"1",Rua Floriano Peixoto,"558",,CENTRO,ARAGUATINS,TO,"77950000","63 - 3027-3231",drfaraguatins@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-10-14 09:26:42.999,-5.64611309,-48.11789532
171,"013.DRRECT",Delegacia Regional de Fiscalização - Colinas do Tocantins,Secretaria da Fazenda,"1",Rua Raimundo Pereira dos Santos,"1723",,CENTRO,COLINAS DO TOCANTINS,TO,"77760000","63 - 3027-3483",drfcolinas@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-10-14 09:26:42.999,-8.05561687,-48.47679668
172,"013.DRREG",Delegacia Regional de Fiscalização - Gurupi,Secretaria da Fazenda,"1","Av. Espírito Santo com Rua 6,","1194",,CENTRO,GURUPI,TO,"77403100","63 - 3027-3200",drfgurupi@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-10-14 09:26:42.999,-11.7199638,-49.07489369
173,"013.DRFMIT",Delegacia Regional de Fiscalização - Miracema,Secretaria da Fazenda,"1",Rua Hosana Cavalcante,"155",,SANTA FILOMENA,MIRACEMA DO TOCANTINS,TO,"77650000","63 - 3027-3302",drfmiracema@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-10-14 09:26:42.999,-9.55909616,-48.40757681
174,"013.DRFPAL",Delegacia Regional de Fiscalização - Palmas,Secretaria da Fazenda,"1",QUADRA 103 SUL (ACSO 11) - RUA SO 07 - LOTE 03,S/N,,PLANO DIRETOR SUL,PALMAS,TO,"77015030","63 - 3027-3083 ",drfpalmas@sefaz.to.gov.br,2025-10-14 09:26:42.999,2025-10-14 09:26:42.999,-10.18257356,-48.3362181
